id,star,name,name_link,cost,hp1,hpmax,atk1,atkmax,des,des_max,icon,img_link
771,3,雨后的你,雨后的你,5,300,1500,0,0,付与自身回避状态(1次)＆每回合HP回复50,付与自身回避状态(1次)＆每回合HP回复100[最大解放],https://fgo.wiki\images/c/c3/礼装771.jpg,https://fgo.wiki\images/b/b5/%E9%9B%A8%E5%90%8E%E7%9A%84%E4%BD%A0.png
772,4,春天还会远吗,春天还会远吗,9,100,100,100,100,付与自身每回合回复HP42点的状态,,https://fgo.wiki\images/f/f7/礼装772.jpg,https://fgo.wiki\images/6/62/%E6%98%A5%E5%A4%A9%E8%BF%98%E4%BC%9A%E8%BF%9C%E5%90%97.png
773,5,艳阳之下,艳阳之下,12,400,1600,250,1000,付与自身回避状态3次＆付与伤害减免300状态,付与自身回避状态3次＆付与伤害减免400状态[最大解放],https://fgo.wiki\images/3/36/礼装773.jpg,https://fgo.wiki\images/f/f2/%E8%89%B3%E9%98%B3%E4%B9%8B%E4%B8%8B.png
774,4,最后的叙述者,最后的叙述者,9,320,1200,200,750,付与自身每回合NP增加4%的状态＆宝具威力提升10%,付与自身每回合NP增加5%的状态＆宝具威力提升15%[最大解放],https://fgo.wiki\images/2/2b/礼装774.jpg,https://fgo.wiki\images/2/20/%E6%9C%80%E5%90%8E%E7%9A%84%E5%8F%99%E8%BF%B0%E8%80%85.png
775,3,睿智之光,睿智之光,5,0,0,200,1000,自身的Arts指令卡性能提升5%＆NP获得量提升3%,自身的Arts指令卡性能提升8%＆NP获得量提升5%[最大解放],https://fgo.wiki\images/b/be/礼装775.jpg,https://fgo.wiki\images/3/3b/%E7%9D%BF%E6%99%BA%E4%B9%8B%E5%85%89.png
776,4,异端的雅嘎,异端的雅嘎,9,0,0,400,1500,自身的Buster指令卡性能提升8%＆暴击威力提升10%＆暴击星掉落率提升10%,自身的Buster指令卡性能提升10%＆暴击威力提升15%＆暴击星掉落率提升15%[最大解放],https://fgo.wiki\images/1/1b/礼装776.jpg,https://fgo.wiki\images/9/94/%E5%BC%82%E7%AB%AF%E7%9A%84%E9%9B%85%E5%98%8E.png
777,1,斗争,斗争,1,0,0,100,300,自身的攻击力提升2%,自身的攻击力提升4%[最大解放],https://fgo.wiki\images/5/52/礼装777.jpg,https://fgo.wiki\images/8/84/%E6%96%97%E4%BA%89.png
778,1,连锁,连锁,1,0,0,100,300,付与自身伤害附加30状态,付与自身伤害附加50状态[最大解放],https://fgo.wiki\images/9/94/礼装778.jpg,https://fgo.wiki\images/e/e7/%E8%BF%9E%E9%94%81.png
779,1,断绝,断绝,1,150,450,0,0,付与自身伤害减免30状态,付与自身伤害减免50状态[最大解放],https://fgo.wiki\images/5/5e/礼装779.jpg,https://fgo.wiki\images/d/d1/%E6%96%AD%E7%BB%9D.png
780,1,觉醒,觉醒,1,80,250,50,150,自身的暴击星集中度提升50%,自身的暴击星集中度提升100%[最大解放],https://fgo.wiki\images/1/1b/礼装780.jpg,https://fgo.wiki\images/8/8e/%E8%A7%89%E9%86%92.png
781,1,饥饿,饥饿,1,80,250,50,150,自身受到伤害时NP获得量提升15%,自身受到伤害时NP获得量提升20%[最大解放],https://fgo.wiki\images/1/10/礼装781.jpg,https://fgo.wiki\images/e/ea/%E9%A5%A5%E9%A5%BF.png
782,2,慈爱,慈爱,3,200,750,0,0,自身的HP回复量提升3%,自身的HP回复量提升5%[最大解放],https://fgo.wiki\images/5/54/礼装782.jpg,https://fgo.wiki\images/2/2f/%E6%85%88%E7%88%B1.png
783,2,繁荣,繁荣,3,200,750,0,0,自身每回合HP回复30,自身每回合HP回复50[最大解放],https://fgo.wiki\images/4/4f/礼装783.jpg,https://fgo.wiki\images/8/8a/%E7%B9%81%E8%8D%A3.png
784,2,欺瞒,欺瞒,3,0,0,150,500,自身的弱化状态成功率提升3%,自身的弱化状态成功率提升5%[最大解放],https://fgo.wiki\images/b/bd/礼装784.jpg,https://fgo.wiki\images/6/69/%E6%AC%BA%E7%9E%92.png
785,2,同调,同调,3,0,0,150,500,自身的被强化成功率提升3%,自身的被强化成功率提升5%[最大解放],https://fgo.wiki\images/7/7f/礼装785.jpg,https://fgo.wiki\images/3/31/%E5%90%8C%E8%B0%83.png
786,2,暗澹,暗澹,3,120,400,80,250,自身的即死耐性提升5%,自身的即死耐性提升10%[最大解放],https://fgo.wiki\images/e/e3/礼装786.jpg,https://fgo.wiki\images/e/ec/%E6%9A%97%E6%BE%B9.png
787,4,OTMA,OTMA,9,100,100,100,100,阿纳斯塔西娅(Caster)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆宝具威力提升10%,,https://fgo.wiki\images/2/24/礼装787.jpg,https://fgo.wiki\images/3/3d/OTMA.png
788,4,卡吕冬的毛皮,卡吕冬的毛皮,9,100,100,100,100,阿塔兰忒(Alter)(Berserker)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升15%＆暴击威力提升15%＆防御力下降10%【负面效果】,,https://fgo.wiki\images/8/87/礼装788.jpg,https://fgo.wiki\images/6/6a/%E5%8D%A1%E5%90%95%E5%86%AC%E7%9A%84%E6%AF%9B%E7%9A%AE.png
789,4,某种真理与死,某种真理与死,9,100,100,100,100,阿维斯布隆(Caster)装备，且自身在场时，<br>己方全体的Arts卡性能提升10%＆Buster指令卡性能提升10%,,https://fgo.wiki\images/3/39/礼装789.jpg,https://fgo.wiki\images/8/8d/%E6%9F%90%E7%A7%8D%E7%9C%9F%E7%90%86%E4%B8%8E%E6%AD%BB.png
790,4,燎原之刃,燎原之刃,9,100,100,100,100,安东尼奥·萨列里(Avenger)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆NP获得量提升10%,,https://fgo.wiki\images/d/d8/礼装790.jpg,https://fgo.wiki\images/f/fc/%E7%87%8E%E5%8E%9F%E4%B9%8B%E5%88%83.png
791,4,伊凡雷帝的书库,伊凡雷帝的书库,9,100,100,100,100,伊凡雷帝(Rider)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆宝具威力提升10%,,https://fgo.wiki\images/f/f4/礼装791.jpg,https://fgo.wiki\images/f/f4/%E4%BC%8A%E5%87%A1%E9%9B%B7%E5%B8%9D%E7%9A%84%E4%B9%A6%E5%BA%93.png
792,5,去往远方的巡礼,去往远方的巡礼,12,400,1600,250,1000,自身的NP获得量提升10%＆宝具威力提升10%＆以NP已达40%的状态开始战斗,自身的NP获得量提升15%＆宝具威力提升15%＆以NP已达50%的状态开始战斗[最大解放],https://fgo.wiki\images/1/1d/礼装792.jpg,https://fgo.wiki\images/8/89/%E5%8E%BB%E5%BE%80%E8%BF%9C%E6%96%B9%E7%9A%84%E5%B7%A1%E7%A4%BC.png
793,4,刹那的幸福之地,刹那的幸福之地,9,600,2250,0,0,自身的Arts指令卡性能提升8%＆Buster指令卡性能提升8%＆防御力提升3%,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆防御力提升5%[最大解放],https://fgo.wiki\images/7/77/礼装793.jpg,https://fgo.wiki\images/d/de/%E5%88%B9%E9%82%A3%E7%9A%84%E5%B9%B8%E7%A6%8F%E4%B9%8B%E5%9C%B0.png
794,3,出发前进！,出发前进！,5,160,800,100,500,自身的Quick指令卡性能提升3%＆NP获得量提升5%,自身的Quick指令卡性能提升5%＆NP获得量提升10%[最大解放],https://fgo.wiki\images/3/34/礼装794.jpg,https://fgo.wiki\images/4/4e/%E5%87%BA%E5%8F%91%E5%89%8D%E8%BF%9B%EF%BC%81.png
795,5,城塞的午后,城塞的午后,12,750,3000,0,0,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆宝具威力提升10%,自身的Arts指令卡性能提升15%＆Buster指令卡性能提升15%＆宝具威力提升15%[最大解放],https://fgo.wiki\images/c/c9/礼装795.jpg,https://fgo.wiki\images/c/c2/%E5%9F%8E%E5%A1%9E%E7%9A%84%E5%8D%88%E5%90%8E.png
796,5,身在图利法斯,身在图利法斯,12,0,0,500,2000,自身的NP获得量提升10%＆暴击威力提升10%＆付与每回合获得3个暴击星的状态,自身的NP获得量提升15%＆暴击威力提升15%＆付与每回合获得4个暴击星的状态[最大解放],https://fgo.wiki\images/d/d1/礼装796.jpg,https://fgo.wiki\images/2/2f/%E8%BA%AB%E5%9C%A8%E5%9B%BE%E5%88%A9%E6%B3%95%E6%96%AF.png
797,4,概念礼装EXP卡：弗兰之花,概念礼装EXP卡：弗兰之花,9,0,0,0,0,提供30000点概念礼装经验值,无效果,https://fgo.wiki\images/d/d3/礼装797.jpg,https://fgo.wiki\images/0/0b/%E6%A6%82%E5%BF%B5%E7%A4%BC%E8%A3%85EXP%E5%8D%A1%EF%BC%9A%E5%BC%97%E5%85%B0%E4%B9%8B%E8%8A%B1.png
798,4,包容世界之物,包容世界之物,9,100,100,100,100,阿喀琉斯(Rider)装备，且自身在场时，<br>自身的宝具威力提升30%＆登场时付与我方全体无敌状态(1次·3回合),,https://fgo.wiki\images/c/c5/礼装798.jpg,https://fgo.wiki\images/d/d0/%E5%8C%85%E5%AE%B9%E4%B8%96%E7%95%8C%E4%B9%8B%E7%89%A9.png
799,4,教学相长,教学相长,9,100,100,100,100,喀戎(Archer)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Arts指令卡性能提升10%,,https://fgo.wiki\images/2/28/礼装799.jpg,https://fgo.wiki\images/6/6f/%E6%95%99%E5%AD%A6%E7%9B%B8%E9%95%BF.png
800,4,无名之死,无名之死,9,100,100,100,100,齐格(Caster)装备，且自身在场时，<br>己方全体NP获得量提升10%＆宝具威力提升10%,,https://fgo.wiki\images/4/4b/礼装800.jpg,https://fgo.wiki\images/4/4b/%E6%97%A0%E5%90%8D%E4%B9%8B%E6%AD%BB.png
801,4,逃脱贝克街,逃脱贝克街,9,100,100,100,100,关卡通关时获得的御主经验增加50,,https://fgo.wiki\images/8/84/礼装801.jpg,https://fgo.wiki\images/7/7e/%E9%80%83%E8%84%B1%E8%B4%9D%E5%85%8B%E8%A1%97.png
802,4,Fate-EXTELLA LINK,Fate/EXTELLA LINK,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/5/59/礼装802.jpg,https://fgo.wiki\images/0/08/Fate_EXTELLA_LINK.png
803,5,帝都圣杯战争,帝都圣杯战争,12,0,0,500,2000,自身的Quick指令卡性能提升10%＆Buster指令卡性能提升10%＆NP获得量提升10%,自身的Quick指令卡性能提升15%＆Buster指令卡性能提升15%＆NP获得量提升15%[最大解放],https://fgo.wiki\images/b/b6/礼装803.jpg,https://fgo.wiki\images/c/c8/%E5%B8%9D%E9%83%BD%E5%9C%A3%E6%9D%AF%E6%88%98%E4%BA%89.png
804,4,坂本侦探事务所,坂本侦探事务所,9,320,1200,200,750,自身的Arts指令卡性能提升8%＆宝具威力提升10%＆付与自己受到伤害减少100的状态,自身的Arts指令卡性能提升10%＆宝具威力提升15%＆付与自己受到伤害减少200的状态[最大解放],https://fgo.wiki\images/c/cf/礼装804.jpg,https://fgo.wiki\images/7/74/%E5%9D%82%E6%9C%AC%E4%BE%A6%E6%8E%A2%E4%BA%8B%E5%8A%A1%E6%89%80.png
805,3,研磨锐牙之暗剑,研磨锐牙之暗剑,5,0,0,200,1000,自身的Arts指令卡性能提升3%＆暴击威力提升8%,自身的Arts指令卡性能提升5%＆暴击威力提升10%[最大解放],https://fgo.wiki\images/9/98/礼装805.jpg,https://fgo.wiki\images/5/52/%E7%A0%94%E7%A3%A8%E9%94%90%E7%89%99%E4%B9%8B%E6%9A%97%E5%89%91.png
806,5,白衣水手小姐,白衣水手小姐,12,400,1600,250,1000,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆暴击威力提升10%,自身的Arts指令卡性能提升15%＆Buster指令卡性能提升15%＆暴击威力提升15%[最大解放],https://fgo.wiki\images/9/94/礼装806.jpg,https://fgo.wiki\images/6/67/%E7%99%BD%E8%A1%A3%E6%B0%B4%E6%89%8B%E5%B0%8F%E5%A7%90.png
807,4,概念礼装EXP卡：唠唠叨叨魔神(人)小姐,概念礼装EXP卡：唠唠叨叨魔神(人)小姐,9,0,0,0,0,提供30000点概念礼装经验值,无效果,https://fgo.wiki\images/0/05/礼装807.jpg,https://fgo.wiki\images/1/15/%E6%A6%82%E5%BF%B5%E7%A4%BC%E8%A3%85EXP%E5%8D%A1%EF%BC%9A%E5%94%A0%E5%94%A0%E5%8F%A8%E5%8F%A8%E9%AD%94%E7%A5%9E%28%E4%BA%BA%29%E5%B0%8F%E5%A7%90.png
808,3,概念礼装EXP卡：唠唠叨叨土佐同盟,概念礼装EXP卡：唠唠叨叨土佐同盟,5,0,0,0,0,提供18000点概念礼装经验值,无效果,https://fgo.wiki\images/c/c4/礼装808.jpg,https://fgo.wiki\images/8/85/%E6%A6%82%E5%BF%B5%E7%A4%BC%E8%A3%85EXP%E5%8D%A1%EF%BC%9A%E5%94%A0%E5%94%A0%E5%8F%A8%E5%8F%A8%E5%9C%9F%E4%BD%90%E5%90%8C%E7%9B%9F.png
809,4,无穹的尽头,无穹的尽头,9,100,100,100,100,冲田总司(Alter)(Alterego)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Buster指令卡性能提升10%,,https://fgo.wiki\images/e/e6/礼装809.jpg,https://fgo.wiki\images/1/1c/%E6%97%A0%E7%A9%B9%E7%9A%84%E5%B0%BD%E5%A4%B4.png
810,4,那日的天空,那日的天空,9,100,100,100,100,冈田以藏(Assassin)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆暴击威力提升15%,,https://fgo.wiki\images/a/a3/礼装810.jpg,https://fgo.wiki\images/e/e7/%E9%82%A3%E6%97%A5%E7%9A%84%E5%A4%A9%E7%A9%BA.png
811,4,发生在某座山上的事,发生在某座山上的事,9,100,100,100,100,坂本龙马(Rider)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆宝具威力提升10%,,https://fgo.wiki\images/e/ed/礼装811.jpg,https://fgo.wiki\images/d/d7/%E5%8F%91%E7%94%9F%E5%9C%A8%E6%9F%90%E5%BA%A7%E5%B1%B1%E4%B8%8A%E7%9A%84%E4%BA%8B.png
812,4,传说与事实,传说与事实,9,100,100,100,100,拿破仑(Archer)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆宝具威力提升10%,,https://fgo.wiki\images/5/5c/礼装812.jpg,https://fgo.wiki\images/8/8e/%E4%BC%A0%E8%AF%B4%E4%B8%8E%E4%BA%8B%E5%AE%9E.png
813,5,阿特拉斯的婴儿,阿特拉斯的婴儿,12,400,1600,250,1000,付与自身无视防御状态＆对〔Berserker〕职阶35%的特攻状态,付与自身无视防御状态＆对〔Berserker〕职阶40%的特攻状态[最大解放],https://fgo.wiki\images/1/1b/礼装813.jpg,https://fgo.wiki\images/1/13/%E9%98%BF%E7%89%B9%E6%8B%89%E6%96%AF%E7%9A%84%E5%A9%B4%E5%84%BF.png
814,4,清扫者,清扫者,9,320,1200,200,750,自身的Arts指令卡性能提升8%＆暴击威力提升15%,自身的Arts指令卡性能提升10%＆暴击威力提升20%[最大解放],https://fgo.wiki\images/7/7e/礼装814.jpg,https://fgo.wiki\images/e/e5/%E6%B8%85%E6%89%AB%E8%80%85.png
815,3,樱的特制便当,樱的特制便当,5,300,1500,0,0,自身提供的HP回复量提升5%,自身提供的HP回复量提升10%[最大解放],https://fgo.wiki\images/6/69/礼装815.jpg,https://fgo.wiki\images/9/92/%E6%A8%B1%E7%9A%84%E7%89%B9%E5%88%B6%E4%BE%BF%E5%BD%93.png
816,4,花园少女,花园少女,9,600,2250,0,0,付与自身每回合HP回复200状态＆NP获得量提升15%,付与自身每回合HP回复300状态＆NP获得量提升20%[最大解放],https://fgo.wiki\images/4/40/礼装816.jpg,https://fgo.wiki\images/d/d6/%E8%8A%B1%E5%9B%AD%E5%B0%91%E5%A5%B3.png
817,4,真・冰之睿智,真·冰之睿智,9,100,100,100,100,齐格鲁德(Saber)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆暴击威力提升15%,,https://fgo.wiki\images/3/3e/礼装817.jpg,https://fgo.wiki\images/7/7c/%E7%9C%9F%C2%B7%E5%86%B0%E4%B9%8B%E7%9D%BF%E6%99%BA.png
818,4,神铁之盾,神铁之盾,9,100,100,100,100,瓦尔基里(Lancer)装备，且自身在场时，<br>己方全体NP获得量提升10%＆暴击威力提升10%,,https://fgo.wiki\images/7/7c/礼装818.jpg,https://fgo.wiki\images/5/51/%E7%A5%9E%E9%93%81%E4%B9%8B%E7%9B%BE.png
819,4,英灵旅装：Archer Inferno,英灵旅装：Archer Inferno,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/d/d2/礼装819.jpg,https://fgo.wiki\images/5/5b/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9AArcher_Inferno.png
820,4,英灵旅装：阿斯忒里俄斯,英灵旅装：阿斯忒里俄斯,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/4/4b/礼装820.jpg,https://fgo.wiki\images/4/47/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E9%98%BF%E6%96%AF%E5%BF%92%E9%87%8C%E4%BF%84%E6%96%AF.png
821,4,英灵旅装：阿塔兰忒,英灵旅装：阿塔兰忒,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/6/6b/礼装821.jpg,https://fgo.wiki\images/e/ec/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E9%98%BF%E5%A1%94%E5%85%B0%E5%BF%92.png
822,4,英灵旅装：阿比盖尔・威廉姆斯,英灵旅装：阿比盖尔·威廉姆斯,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/4/41/礼装822.jpg,https://fgo.wiki\images/b/b5/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E9%98%BF%E6%AF%94%E7%9B%96%E5%B0%94%C2%B7%E5%A8%81%E5%BB%89%E5%A7%86%E6%96%AF.png
823,4,英灵旅装：阿马德乌斯,英灵旅装：阿马德乌斯,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/c/c2/礼装823.jpg,https://fgo.wiki\images/1/17/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E9%98%BF%E9%A9%AC%E5%BE%B7%E4%B9%8C%E6%96%AF.png
824,4,英灵旅装：阿周那,英灵旅装：阿周那,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/1/12/礼装824.jpg,https://fgo.wiki\images/3/36/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E9%98%BF%E5%91%A8%E9%82%A3.png
825,4,英灵旅装：阿蒂拉,英灵旅装：阿蒂拉,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/0/0e/礼装825.jpg,https://fgo.wiki\images/3/37/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E9%98%BF%E8%92%82%E6%8B%89.png
826,4,英灵旅装：阿尔托莉雅・潘德拉贡,英灵旅装：阿尔托莉雅·潘德拉贡〔Alter〕,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/3/32/礼装826.jpg,https://fgo.wiki\images/9/96/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E9%98%BF%E5%B0%94%E6%89%98%E8%8E%89%E9%9B%85%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E3%80%94Alter%E3%80%95.png
827,4,英灵旅装：阿尔托莉雅・潘德拉贡,英灵旅装：阿尔托莉雅·潘德拉贡〔Alter〕(Lancer),9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/e/ef/礼装827.jpg,https://fgo.wiki\images/c/c4/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E9%98%BF%E5%B0%94%E6%89%98%E8%8E%89%E9%9B%85%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E3%80%94Alter%E3%80%95%28Lancer%29.png
828,4,英灵旅装：安东尼奥・萨列里,英灵旅装：安东尼奥·萨列里,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/c/c1/礼装828.jpg,https://fgo.wiki\images/f/fb/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E5%AE%89%E4%B8%9C%E5%B0%BC%E5%A5%A5%C2%B7%E8%90%A8%E5%88%97%E9%87%8C.png
829,4,英灵旅装：埃列什基伽勒,英灵旅装：埃列什基伽勒,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/2/2f/礼装829.jpg,https://fgo.wiki\images/e/ee/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E5%9F%83%E5%88%97%E4%BB%80%E5%9F%BA%E4%BC%BD%E5%8B%92.png
830,4,英灵旅装：俄刻阿诺斯的Caster,英灵旅装：俄刻阿诺斯的Caster,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/7/75/礼装830.jpg,https://fgo.wiki\images/e/e7/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E4%BF%84%E5%88%BB%E9%98%BF%E8%AF%BA%E6%96%AF%E7%9A%84Caster.png
831,4,英灵旅装：刑部姬,英灵旅装：刑部姬,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/a/a9/礼装831.jpg,https://fgo.wiki\images/9/98/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E5%88%91%E9%83%A8%E5%A7%AC.png
832,4,英灵旅装：卡米拉,英灵旅装：卡米拉,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/4/47/礼装832.jpg,https://fgo.wiki\images/e/e2/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E5%8D%A1%E7%B1%B3%E6%8B%89.png
833,4,英灵旅装：葛饰北斋,英灵旅装：葛饰北斋,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/4/43/礼装833.jpg,https://fgo.wiki\images/3/3e/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E8%91%9B%E9%A5%B0%E5%8C%97%E6%96%8B.png
834,4,英灵旅装：迦尔纳,英灵旅装：迦尔纳,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/6/67/礼装834.jpg,https://fgo.wiki\images/4/4f/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E8%BF%A6%E5%B0%94%E7%BA%B3.png
835,4,英灵旅装：清姬,英灵旅装：清姬,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/6/6a/礼装835.jpg,https://fgo.wiki\images/a/ac/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E6%B8%85%E5%A7%AC.png
836,4,英灵旅装：玄奘三藏,英灵旅装：玄奘三藏,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/4/40/礼装836.jpg,https://fgo.wiki\images/3/35/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E7%8E%84%E5%A5%98%E4%B8%89%E8%97%8F.png
837,4,英灵旅装：佐佐木小次郎,英灵旅装：佐佐木小次郎,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/d/d6/礼装837.jpg,https://fgo.wiki\images/a/ae/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E4%BD%90%E4%BD%90%E6%9C%A8%E5%B0%8F%E6%AC%A1%E9%83%8E.png
838,4,英灵旅装：桑松,英灵旅装：桑松,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/e/ea/礼装838.jpg,https://fgo.wiki\images/a/a9/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E6%A1%91%E6%9D%BE.png
839,4,英灵旅装：夏洛克・福尔摩斯,英灵旅装：夏洛克·福尔摩斯,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/3/33/礼装839.jpg,https://fgo.wiki\images/4/4b/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E5%A4%8F%E6%B4%9B%E5%85%8B%C2%B7%E7%A6%8F%E5%B0%94%E6%91%A9%E6%96%AF.png
840,4,英灵旅装：新宿的Assassin,英灵旅装：新宿的Assassin,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/c/cb/礼装840.jpg,https://fgo.wiki\images/b/b1/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E6%96%B0%E5%AE%BF%E7%9A%84Assassin.png
841,4,英灵旅装：新免武藏守藤原玄信,英灵旅装：新免武藏守藤原玄信,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/0/0c/礼装841.jpg,https://fgo.wiki\images/4/45/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E6%96%B0%E5%85%8D%E6%AD%A6%E8%97%8F%E5%AE%88%E8%97%A4%E5%8E%9F%E7%8E%84%E4%BF%A1.png
842,4,英灵旅装：斯卡哈,英灵旅装：斯卡哈,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/0/0d/礼装842.jpg,https://fgo.wiki\images/9/9c/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E6%96%AF%E5%8D%A1%E5%93%88.png
843,4,英灵旅装：铃鹿御前,英灵旅装：铃鹿御前,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/a/a8/礼装843.jpg,https://fgo.wiki\images/d/d9/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E9%93%83%E9%B9%BF%E5%BE%A1%E5%89%8D.png
844,4,英灵旅装：大卫,英灵旅装：大卫,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/c/cd/礼装844.jpg,https://fgo.wiki\images/1/12/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E5%A4%A7%E5%8D%AB.png
845,4,英灵旅装：玉藻前,英灵旅装：玉藻前,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/0/03/礼装845.jpg,https://fgo.wiki\images/e/ef/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E7%8E%89%E8%97%BB%E5%89%8D.png
846,4,英灵旅装：南丁格尔,英灵旅装：南丁格尔,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/4/4f/礼装846.jpg,https://fgo.wiki\images/f/fc/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E5%8D%97%E4%B8%81%E6%A0%BC%E5%B0%94.png
