id,star,name_cn,name_jp,name_en,name_link,name_other,cost,faction,get,hp,atk,class_link,avatar,np_type,img_links
137,1,克洛伊・冯・爱因兹贝伦,クロエ・フォン・アインツベルン,Chloe von Einzbern,克洛伊·冯·爱因兹贝伦,小黑,12,天,活动赠送,10914,9845,Archer,https://fgo.wiki\images/a/a1/Servant137.jpg,单体,['https://fgo.wiki\\images/4/41/Kurostage1-3.png'	'https://fgo.wiki\\images/4/41/Kurostage1-3.png'	'https://fgo.wiki\\images/4/41/Kurostage1-3.png'	'https://fgo.wiki\\images/5/55/Kurostage4.png'	'https://fgo.wiki\\images/f/f7/KuroAF.png']
138,1,伊丽莎白・巴托里〔勇者〕,エリザベート・バートリー〔ブレイブ〕,Elisabeth Báthory (Brave),伊丽莎白·巴托里〔勇者〕,S龙娘&剑龙娘,12,地,活动赠送,11248,9899,Saber,https://fgo.wiki\images/5/5a/Servant138.jpg,单体,['https://fgo.wiki\\images/c/c8/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BD%C2%B7%E5%B7%B4%E6%89%98%E9%87%8C%E3%80%94%E5%8B%87%E8%80%85%E3%80%951.png'	'https://fgo.wiki\\images/c/c8/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BD%C2%B7%E5%B7%B4%E6%89%98%E9%87%8C%E3%80%94%E5%8B%87%E8%80%85%E3%80%951.png'	'https://fgo.wiki\\images/c/c8/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BD%C2%B7%E5%B7%B4%E6%89%98%E9%87%8C%E3%80%94%E5%8B%87%E8%80%85%E3%80%951.png'	'https://fgo.wiki\\images/f/f8/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BD%C2%B7%E5%B7%B4%E6%89%98%E9%87%8C%E3%80%94%E5%8B%87%E8%80%85%E3%80%954.png'	'https://fgo.wiki\\images/f/ff/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BD%C2%B7%E5%B7%B4%E6%89%98%E9%87%8C%E3%80%94%E5%8B%87%E8%80%85%E3%80%955.png']
139,1,克娄巴特拉,クレオパトラ,Cleopatra,克娄巴特拉,艳后,16,人,期间限定,13402,11088,Assassin,https://fgo.wiki\images/c/c2/Servant139.jpg,全体,['https://fgo.wiki\\images/9/9e/%E5%85%8B%E5%A8%84%E5%B7%B4%E7%89%B9%E6%8B%891.png'	'https://fgo.wiki\\images/2/22/%E5%85%8B%E5%A8%84%E5%B7%B4%E7%89%B9%E6%8B%892.png'	'https://fgo.wiki\\images/e/ea/%E5%85%8B%E5%A8%84%E5%B7%B4%E7%89%B9%E6%8B%893.png'	'https://fgo.wiki\\images/8/86/%E5%85%8B%E5%A8%84%E5%B7%B4%E7%89%B9%E6%8B%894.png'	'https://fgo.wiki\\images/d/db/%E5%85%8B%E5%A8%84%E5%B7%B4%E7%89%B9%E6%8B%895.png']
140,1,弗拉德三世〔EXTRA〕,ヴラド三世〔EXTRA〕,Vlad III (EXTRA),弗拉德三世〔EXTRA〕,枪大公,12,人,圣晶石常驻,13005,8775,Lancer,https://fgo.wiki\images/8/81/Servant140.jpg,单体,['https://fgo.wiki\\images/b/bc/%E5%BC%97%E6%8B%89%E5%BE%B7%E4%B8%89%E4%B8%96%EF%BC%88Extra%EF%BC%89%E7%AB%8B%E7%BB%981.png'	'https://fgo.wiki\\images/5/5c/%E5%BC%97%E6%8B%89%E5%BE%B7%E4%B8%89%E4%B8%96%EF%BC%88Extra%EF%BC%89%E7%AB%8B%E7%BB%982.png'	'https://fgo.wiki\\images/1/15/%E5%BC%97%E6%8B%89%E5%BE%B7%E4%B8%89%E4%B8%96%EF%BC%88Extra%EF%BC%89%E7%AB%8B%E7%BB%983.png'	'https://fgo.wiki\\images/0/0d/%E5%BC%97%E6%8B%89%E5%BE%B7%E4%B8%89%E4%B8%96%EF%BC%88Extra%EF%BC%89%E7%AB%8B%E7%BB%984.png'	'https://fgo.wiki\\images/c/c1/%E5%BC%97%E6%8B%89%E5%BE%B7%E4%B8%89%E4%B8%96%EF%BC%88Extra%EF%BC%89%E7%AB%8B%E7%BB%98f.png']
141,1,贞德・Alter・Santa・Lily,ジャンヌ・ダルク・オルタ・サンタ・リリィ,Jeanne d'Arc Alter Santa Lily,贞德·Alter·Santa·Lily,童贞&幼贞&黑贞Lily&香香香,12,人,活动赠送,11870,9261,Lancer,https://fgo.wiki\images/6/68/Servant141.jpg,全体,['https://fgo.wiki\\images/f/f8/%E5%B9%BC%E8%B4%9E%C2%B7%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/f/f8/%E5%B9%BC%E8%B4%9E%C2%B7%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/f/f8/%E5%B9%BC%E8%B4%9E%C2%B7%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/3/36/%E5%B9%BC%E8%B4%9E%C2%B7%E6%BB%A1%E7%A0%B4.png'	'https://fgo.wiki\\images/7/7f/%E5%B9%BC%E8%B4%9E%C2%B7%E6%84%9A%E4%BA%BA%E8%8A%82.png']
142,1,伊什塔尔,イシュタル,Ishtar,伊什塔尔,弓凛&伊什塔凛,16,天,期间限定,13965,12252,Archer,https://fgo.wiki\images/b/b0/Servant142.jpg,全体,['https://fgo.wiki\\images/f/f3/%E4%BC%8A%E4%BB%80%E5%A1%94%E5%B0%94%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/4/42/%E4%BC%8A%E4%BB%80%E5%A1%94%E5%B0%94%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4II.png'	'https://fgo.wiki\\images/1/16/%E4%BC%8A%E4%BB%80%E5%A1%94%E5%B0%94%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4III.png'	'https://fgo.wiki\\images/c/c6/%E4%BC%8A%E4%BB%80%E5%A1%94%E5%B0%94%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4IV.png'	'https://fgo.wiki\\images/0/0c/%E4%BC%8A%E4%BB%80%E5%A1%94%E5%B0%94%E6%84%9A%E4%BA%BA%E8%8A%82.png']
143,1,恩奇都,エルキドゥ,Enkidu,恩奇都,小恩,16,天,圣晶石常驻,15300,10780,Lancer,https://fgo.wiki\images/9/99/Servant143.jpg,单体,['https://fgo.wiki\\images/d/d7/%E5%B0%8F%E6%81%A9-%E5%8D%A1%E9%9D%A2-1.png'	'https://fgo.wiki\\images/8/8f/%E5%B0%8F%E6%81%A9-%E5%8D%A1%E9%9D%A2-2.png'	'https://fgo.wiki\\images/a/a9/%E5%B0%8F%E6%81%A9-%E5%8D%A1%E9%9D%A2-3.png'	'https://fgo.wiki\\images/b/bc/%E5%B0%8F%E6%81%A9-%E5%8D%A1%E9%9D%A2-4.png'	'https://fgo.wiki\\images/8/80/%E5%B0%8F%E6%81%A9-%E5%8D%A1%E9%9D%A2-y.png']
144,1,魁札尔・科亚特尔,ケツァル・コアトル,Quetzalcoatl,魁札尔·科亚特尔,羽蛇神&大姐姐,16,天,剧情限定,12960,12001,Rider,https://fgo.wiki\images/d/d8/Servant144.jpg,单体,['https://fgo.wiki\\images/9/98/%E9%AD%81%E6%9C%AD%E5%B0%94%C2%B7%E7%A7%91%E4%BA%9A%E7%89%B9%E5%B0%94%E5%88%9D%E5%A7%8B%E7%8A%B6%E6%80%81.png'	'https://fgo.wiki\\images/f/f1/%E9%AD%81%E6%9C%AD%E5%B0%94%C2%B7%E7%A7%91%E4%BA%9A%E7%89%B9%E5%B0%94%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/7/73/%E9%AD%81%E6%9C%AD%E5%B0%94%C2%B7%E7%A7%91%E4%BA%9A%E7%89%B9%E5%B0%94%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4III.png'	'https://fgo.wiki\\images/2/28/%E9%AD%81%E6%9C%AD%E5%B0%94%C2%B7%E7%A7%91%E4%BA%9A%E7%89%B9%E5%B0%94%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4IV.png'	'https://fgo.wiki\\images/6/66/%E9%AD%81%E6%9C%AD%E5%B0%94%C2%B7%E7%A7%91%E4%BA%9A%E7%89%B9%E5%B0%94%E6%84%9A%E4%BA%BA%E8%8A%82.png']
145,1,吉尔伽美什,ギルガメッシュ,Gilgamesh,吉尔伽美什(Caster),C闪&贤王,12,人,圣晶石常驻,12005,8460,Caster,https://fgo.wiki\images/4/46/Servant145.jpg,全体,['https://fgo.wiki\\images/3/36/C%E9%97%AA%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/1/1b/C%E9%97%AA%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4II.png'	'https://fgo.wiki\\images/b/bc/C%E9%97%AA%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4III.png'	'https://fgo.wiki\\images/2/22/C%E9%97%AA%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4IV.png'	'https://fgo.wiki\\images/d/dc/C%E9%97%AA%E7%81%B5%E8%A1%A3.png'	'https://fgo.wiki\\images/6/65/C%E9%97%AA%E6%84%9A%E4%BA%BA%E8%8A%82.png']
146,1,美杜莎,メドゥーサ,Medusa,美杜莎(Lancer),R子&安娜&美杜莎Lily&幼r,12,地,圣晶石常驻,13119,8253,Lancer,https://fgo.wiki\images/6/60/Servant146.jpg,单体,['https://fgo.wiki\\images/4/4e/%E5%AE%89%E5%A8%9C%C2%B7%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/e/eb/%E5%AE%89%E5%A8%9C%C2%B7%E4%B8%80%E7%A0%B4.png'	'https://fgo.wiki\\images/d/d8/%E5%AE%89%E5%A8%9C%C2%B7%E4%B8%89%E7%A0%B4.png'	'https://fgo.wiki\\images/a/a1/%E5%AE%89%E5%A8%9C%C2%B7%E6%BB%A1%E7%A0%B4.png'	'https://fgo.wiki\\images/d/d5/%E5%AE%89%E5%A8%9C%C2%B7%E6%84%9A%E4%BA%BA%E8%8A%82.png']
147,1,戈耳工,ゴルゴーン,Gorgon,戈耳工,魔神R姐&复仇R姐,12,地,剧情限定,10197,10706,Avenger,https://fgo.wiki\images/5/54/Servant147.jpg,全体,['https://fgo.wiki\\images/f/f7/Gorgon1.png'	'https://fgo.wiki\\images/9/9a/Gorgon2.png'	'https://fgo.wiki\\images/6/6b/Gorgon3.png'	'https://fgo.wiki\\images/5/59/Gorgon4.png'	'https://fgo.wiki\\images/2/2c/Gorgon%E6%84%9A%E4%BA%BA%E8%8A%82.png']
148,1,豹人,ジャガーマン,Jaguar Warrior,豹人,老虎&大河&藤姐,7,地,通关报酬&剧情限定,9593,7022,Lancer,https://fgo.wiki\images/d/df/Servant148.jpg,单体,['https://fgo.wiki\\images/a/a6/%E8%B1%B9%E4%BA%BA%E5%8D%A1%E9%9D%A21.png'	'https://fgo.wiki\\images/9/97/%E8%B1%B9%E4%BA%BA%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/a/a7/%E8%B1%B9%E4%BA%BA%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/a/ac/%E8%B1%B9%E4%BA%BA%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/f/f3/%E8%B1%B9%E4%BA%BA%E6%84%9A%E4%BA%BA%E8%8A%82.png']
150,1,梅林,マーリン,Merlin,梅林,魔法少女梅莉&红拐,16,地,期间限定,14259,10546,Caster,https://fgo.wiki\images/0/04/Servant150.jpg,辅助,['https://fgo.wiki\\images/d/dd/%E6%A2%85%E6%9E%971.png'	'https://fgo.wiki\\images/b/b8/%E6%A2%85%E6%9E%97%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B42.png'	'https://fgo.wiki\\images/3/32/%E6%A2%85%E6%9E%97%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B43.png'	'https://fgo.wiki\\images/2/2c/%E6%A2%85%E6%9E%97%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B44.png'	'https://fgo.wiki\\images/9/92/%E6%A2%85%E6%9E%97%E6%B3%B3%E8%A3%85%E7%81%B5%E8%A1%A3.png'	'https://fgo.wiki\\images/f/f9/%E6%A2%85%E6%9E%97%E6%84%9A%E4%BA%BA%E8%8A%82.png']
153,1,宫本武藏,宮本武蔵,Miyamoto Musashi,宫本武藏,武藏,16,人,期间限定,13635,12037,Saber,https://fgo.wiki\images/b/b7/Servant153.jpg,单体,['https://fgo.wiki\\images/f/f8/%E6%AD%A6%E8%97%8F1.png'	'https://fgo.wiki\\images/8/8f/%E6%AD%A6%E8%97%8F2.png'	'https://fgo.wiki\\images/d/d9/%E6%AD%A6%E8%97%8F3.png'	'https://fgo.wiki\\images/9/95/%E6%AD%A6%E8%97%8F4.png'	'https://fgo.wiki\\images/4/42/%E6%AD%A6%E8%97%8F%E6%84%9A%E4%BA%BA%E8%8A%82.png']
154,1,“山中老人”,“山の翁”,\"First Hassan\",“山中老人”,王哈&爷爷,16,人,期间限定,13338,11848,Assassin,https://fgo.wiki\images/6/65/Servant154.jpg,单体,['https://fgo.wiki\\images/0/0d/%E7%8E%8B%E5%93%88%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/c/cb/%E7%8E%8B%E5%93%88%E4%B8%80%E7%A0%B4%E5%8D%A1%E9%9D%A2.png'	'https://fgo.wiki\\images/1/12/%E7%8E%8B%E5%93%88%E4%B8%89%E7%A0%B4%E5%8D%A1%E9%9D%A2.png'	'https://fgo.wiki\\images/8/8d/%E7%8E%8B%E5%93%88%E6%BB%A1%E7%A0%B4.png'	'https://fgo.wiki\\images/9/90/%E7%8E%8B%E5%93%88%E6%84%9A%E4%BA%BA%E8%8A%82.png']
155,1,谜之女主角X〔Alter〕,謎のヒロインＸ〔オルタ〕,Mysterious Heroine X (Alter),谜之女主角X〔Alter〕,BX&BX毛&B呆&阿尔托莉雅・潘德拉贡,16,星,期间限定,14175,11113,Berserker,https://fgo.wiki\images/9/9c/Servant155.jpg,单体,['https://fgo.wiki\\images/f/f9/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X%EF%BC%88Alter%EF%BC%89%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A0.png'	'https://fgo.wiki\\images/6/6a/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X%EF%BC%88Alter%EF%BC%89%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A1.png'	'https://fgo.wiki\\images/1/16/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X%EF%BC%88Alter%EF%BC%89%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A2.png'	'https://fgo.wiki\\images/f/f1/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X%EF%BC%88Alter%EF%BC%89%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A3.png'	'https://fgo.wiki\\images/0/03/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X%EF%BC%88Alter%EF%BC%89%E6%84%9A%E4%BA%BA%E8%8A%82.png']
156,1,新宿的Archer,新宿のアーチャー,Archer of Shinjuku,新宿的Archer,教授&詹姆斯·莫里亚蒂&James Moriarty&真名隐藏,16,人,期间限定,13685,11781,Archer,https://fgo.wiki\images/c/c2/Servant156.jpg,单体,['https://fgo.wiki\\images/f/f0/%E8%8E%AB%E9%87%8C%E4%BA%9A%E8%92%82%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/9/91/%E8%8E%AB%E9%87%8C%E4%BA%9A%E8%92%82%E4%B8%80%E7%A0%B4.png'	'https://fgo.wiki\\images/a/a9/%E8%8E%AB%E9%87%8C%E4%BA%9A%E8%92%82%E4%B8%89%E7%A0%B4.png'	'https://fgo.wiki\\images/e/e0/%E8%8E%AB%E9%87%8C%E4%BA%9A%E8%92%82%E6%BB%A1%E7%A0%B4.png'	'https://fgo.wiki\\images/3/39/%E8%8E%AB%E9%87%8C%E4%BA%9A%E8%92%82%E7%81%B5%E8%A1%A3.png'	'https://fgo.wiki\\images/b/b3/%E8%8E%AB%E9%87%8C%E4%BA%9A%E8%92%82%E6%84%9A%E4%BA%BA%E8%8A%82.png']
157,1,卫宫〔Alter〕,エミヤ〔オルタ〕,Emiya (Alter),卫宫〔Alter〕,黑A&黑茶,12,人,剧情限定,12250,8996,Archer,https://fgo.wiki\images/8/8a/Servant157.jpg,单体,['https://fgo.wiki\\images/1/18/%E5%8D%AB%E5%AE%AB%E3%80%94Alter%E3%80%951.png'	'https://fgo.wiki\\images/5/58/%E5%8D%AB%E5%AE%AB%E3%80%94Alter%E3%80%952.png'	'https://fgo.wiki\\images/c/cb/%E5%8D%AB%E5%AE%AB%E3%80%94Alter%E3%80%953.png'	'https://fgo.wiki\\images/d/d7/%E5%8D%AB%E5%AE%AB%E3%80%94Alter%E3%80%954.png'	'https://fgo.wiki\\images/0/03/%E5%8D%AB%E5%AE%AB%E3%80%94Alter%E3%80%955.png']
158,1,新宿的Avenger,新宿のアヴェンジャー,Avenger of Shinjuku,新宿的Avenger,狼王&黑森·罗伯&Hessian Lobo&真名隐藏,12,地,圣晶石常驻,9949,10628,Avenger,https://fgo.wiki\images/c/cc/Servant158.jpg,单体,['https://fgo.wiki\\images/f/f1/%E9%BB%91%E6%A3%AE%C2%B7%E7%BD%97%E4%BC%AF1.png'	'https://fgo.wiki\\images/4/47/%E9%BB%91%E6%A3%AE%C2%B7%E7%BD%97%E4%BC%AF2.png'	'https://fgo.wiki\\images/6/65/%E9%BB%91%E6%A3%AE%C2%B7%E7%BD%97%E4%BC%AF3.png'	'https://fgo.wiki\\images/7/71/%E9%BB%91%E6%A3%AE%C2%B7%E7%BD%97%E4%BC%AF4.png'	'https://fgo.wiki\\images/8/89/%E9%BB%91%E6%A3%AE%C2%B7%E7%BD%97%E4%BC%AF5.png']
159,1,新宿的Assassin,新宿のアサシン,Assassin of Shinjuku,新宿的Assassin,小乙哥&燕青&真名隐藏,12,人,圣晶石常驻,11637,8661,Assassin,https://fgo.wiki\images/e/e2/Servant159.jpg,单体,['https://fgo.wiki\\images/c/cf/%E7%87%95%E9%9D%92-%E5%8D%A1%E9%9D%A2-1.png'	'https://fgo.wiki\\images/d/d0/%E7%87%95%E9%9D%92-%E5%8D%A1%E9%9D%A2-2.png'	'https://fgo.wiki\\images/b/b2/%E7%87%95%E9%9D%92-%E5%8D%A1%E9%9D%A2-3.png'	'https://fgo.wiki\\images/b/b5/%E7%87%95%E9%9D%92-%E5%8D%A1%E9%9D%A2-4.png'	'https://fgo.wiki\\images/a/af/%E7%87%95%E9%9D%92-%E5%8D%A1%E9%9D%A2-%E6%84%9A%E4%BA%BA%E8%8A%82.png']
160,1,亚瑟・潘德拉贡〔Prototype〕,アーサー・ペンドラゴン〔プロトタイプ〕,Arthur Pendragon (Prototype),亚瑟·潘德拉贡〔Prototype〕,旧剑,16,地,期间限定,13975,12465,Saber,https://fgo.wiki\images/2/25/Servant160.jpg,全体,['https://fgo.wiki\\images/c/ca/%E4%BA%9A%E7%91%9F%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A0.png'	'https://fgo.wiki\\images/8/8a/%E4%BA%9A%E7%91%9F%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A1.png'	'https://fgo.wiki\\images/d/da/%E4%BA%9A%E7%91%9F%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A2.png'	'https://fgo.wiki\\images/c/cc/%E4%BA%9A%E7%91%9F%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A3.png'	'https://fgo.wiki\\images/b/b5/%E4%BA%9A%E7%91%9F%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E7%81%B5%E8%A1%A3.png'	'https://fgo.wiki\\images/6/65/%E4%BA%9A%E7%91%9F%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E6%84%9A%E4%BA%BA%E8%8A%82.png']
161,1,土方岁三,土方歳三,Hijikata Toshizo,土方岁三,副长,16,人,期间限定,12028,12089,Berserker,https://fgo.wiki\images/9/9c/Servant161.jpg,单体,['https://fgo.wiki\\images/6/68/%E5%9C%9F%E6%96%B9%E5%88%9D%E5%A7%8B%E7%8A%B6%E6%80%81.png'	'https://fgo.wiki\\images/e/ef/%E5%9C%9F%E6%96%B9%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/0/0b/%E5%9C%9F%E6%96%B9%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A2.png'	'https://fgo.wiki\\images/a/ae/%E5%9C%9F%E6%96%B9%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A3.png'	'https://fgo.wiki\\images/0/02/%E5%9C%9F%E6%96%B9%E6%84%9A%E4%BA%BA%E8%8A%82.png']
162,1,茶茶,茶々,Chacha,茶茶,浅井茶茶&淀殿,12,人,活动赠送,11025,8945,Berserker,https://fgo.wiki\images/5/5b/Servant162.jpg,全体,['https://fgo.wiki\\images/3/32/%E8%8C%B6%E8%8C%B6%C2%B7%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/3/32/%E8%8C%B6%E8%8C%B6%C2%B7%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/3/32/%E8%8C%B6%E8%8C%B6%C2%B7%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/3/38/%E8%8C%B6%E8%8C%B6%C2%B7%E6%BB%A1%E7%A0%B4.png'	'https://fgo.wiki\\images/7/76/%E8%8C%B6%E8%8C%B6%C2%B7%E6%84%9A%E4%BA%BA%E8%8A%82.png']
163,1,Meltryllis,メルトリリス,Meltryllis,Meltryllis,莉莉丝&Melt Lilith,16,地,期间限定,13402,11692,Alterego,https://fgo.wiki\images/4/43/Servant163.jpg,单体,['https://fgo.wiki\\images/6/63/%E8%8E%89%E8%8E%89%E4%B8%9D%E5%8D%A1%E9%9D%A21.png'	'https://fgo.wiki\\images/2/24/%E8%8E%89%E8%8E%89%E4%B8%9D%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/c/c4/%E8%8E%89%E8%8E%89%E4%B8%9D%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/e/ef/%E8%8E%89%E8%8E%89%E4%B8%9D%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/5/5f/%E8%8E%89%E8%8E%89%E4%B8%9D%E6%84%9A%E4%BA%BA%E8%8A%82.png']
164,1,Passionlip,パッションリップ,Passionlip,Passionlip,lip&帕森莉普,12,地,期间限定,10901,10299,Alterego,https://fgo.wiki\images/c/cb/Servant164.jpg,全体,['https://fgo.wiki\\images/8/87/Lip%E4%B8%80.png'	'https://fgo.wiki\\images/9/9a/Lip%E4%BA%8C.png'	'https://fgo.wiki\\images/6/62/Lip%E4%B8%89.png'	'https://fgo.wiki\\images/b/bf/Lip%E5%9B%9B.png'	'https://fgo.wiki\\images/d/d8/Lip%E6%84%9A%E4%BA%BA%E8%8A%82.png']
165,1,铃鹿御前,鈴鹿御前,Suzuka Gozen,铃鹿御前,JK狐,12,天,圣晶石常驻,11753,9544,Saber,https://fgo.wiki\images/0/0e/Servant165.jpg,全体,['https://fgo.wiki\\images/f/fa/%E9%93%83%E9%B9%BF%E5%BE%A1%E5%89%8D1.png'	'https://fgo.wiki\\images/e/e5/%E9%93%83%E9%B9%BF%E5%BE%A1%E5%89%8D2.png'	'https://fgo.wiki\\images/d/de/%E9%93%83%E9%B9%BF%E5%BE%A1%E5%89%8D3.png'	'https://fgo.wiki\\images/0/02/%E9%93%83%E9%B9%BF%E5%BE%A1%E5%89%8D4.png'	'https://fgo.wiki\\images/a/a7/%E9%93%83%E9%B9%BF%E5%BE%A1%E5%89%8D5.png']
166,1,BB,BB,BB,BB,,12,人,活动赠送,13643,8197,MoonCancer,https://fgo.wiki\images/3/3b/Servant166.jpg,单体,['https://fgo.wiki\\images/8/84/BB_1.png'	'https://fgo.wiki\\images/8/84/BB_1.png'	'https://fgo.wiki\\images/8/84/BB_1.png'	'https://fgo.wiki\\images/d/da/BB_4.png'	'https://fgo.wiki\\images/d/d3/BB_F.png']
167,1,杀生院祈荒,殺生院キアラ,Sessyoin Kiara,杀生院祈荒,妖尼姑,16,兽,期间限定,14606,11668,Alterego,https://fgo.wiki\images/d/dc/Servant167.jpg,全体,['https://fgo.wiki\\images/a/a6/%E6%9D%80%E7%94%9F%E9%99%A2%E7%A5%88%E8%8D%92-%E5%8D%A1%E9%9D%A2-1.png'	'https://fgo.wiki\\images/a/a3/%E6%9D%80%E7%94%9F%E9%99%A2%E7%A5%88%E8%8D%92-%E5%8D%A1%E9%9D%A2-2.png'	'https://fgo.wiki\\images/2/2c/%E6%9D%80%E7%94%9F%E9%99%A2%E7%A5%88%E8%8D%92-%E5%8D%A1%E9%9D%A2-3.png'	'https://fgo.wiki\\images/3/35/%E6%9D%80%E7%94%9F%E9%99%A2%E7%A5%88%E8%8D%92-%E5%8D%A1%E9%9D%A2-4.png'	'https://fgo.wiki\\images/c/c4/%E6%9D%80%E7%94%9F%E9%99%A2%E7%A5%88%E8%8D%92-%E5%8D%A1%E9%9D%A2-5.png']
169,1,不夜城的Caster,不夜城のキャスター,Caster of the Nightless City,不夜城的Caster,1001&山鲁佐德&真名隐藏,16,人,圣晶石常驻,15846,9212,Caster,https://fgo.wiki\images/d/db/Servant169.jpg,全体,['https://fgo.wiki\\images/e/eb/%E5%B1%B1%E9%B2%81%E4%BD%90%E5%BE%B71.png'	'https://fgo.wiki\\images/9/90/%E5%B1%B1%E9%B2%81%E4%BD%90%E5%BE%B72.png'	'https://fgo.wiki\\images/8/85/%E5%B1%B1%E9%B2%81%E4%BD%90%E5%BE%B73.png'	'https://fgo.wiki\\images/3/30/%E5%B1%B1%E9%B2%81%E4%BD%90%E5%BE%B74.png'	'https://fgo.wiki\\images/0/0f/%E5%B1%B1%E9%B2%81%E4%BD%90%E5%BE%B75.png']
170,1,不夜城的Assassin,不夜城のアサシン,Assassin of the Nightless City,不夜城的Assassin,武则天&真名隐藏,12,人,圣晶石常驻,10942,8981,Assassin,https://fgo.wiki\images/7/75/Servant170.jpg,单体,['https://fgo.wiki\\images/f/f4/%E6%AD%A6%E5%88%99%E5%A4%A9%E5%8D%A1%E9%9D%A21.png'	'https://fgo.wiki\\images/1/10/%E6%AD%A6%E5%88%99%E5%A4%A9%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/6/64/%E6%AD%A6%E5%88%99%E5%A4%A9%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/6/6d/%E6%AD%A6%E5%88%99%E5%A4%A9%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/3/3a/%E6%AD%A6%E5%88%99%E5%A4%A9%E6%84%9A%E4%BA%BA%E8%8A%82.png']
