id,star,star_str,name,name_link,name_other,cost,hp1,hpmax,atk1,atkmax,des,des_max,icon,icon_eff,type_marker,stars_marker,stats_marker,sort_atk,sort_hp
707,4,★★★★,伊吕波歌留多,伊吕波歌留多,,9,2018,2018,0,0,付与自身每回合回复NP1%的状态,,/images/f/fb/礼装707.jpg,/images/e/e2/回合充能.png,16,16,2,232,1246
708,4,★★★★,概念礼装EXP卡：宇宙犬,概念礼装EXP卡：宇宙犬,,9,0,0,0,0,提供30000点概念礼装经验值,无效果,/images/c/ca/礼装708.jpg,/images/d/d7/空白效果.png,32,16,1,233,167
709,4,★★★★,富士越龙图,富士越龙图,,9,100,100,100,100,葛饰北斋(Foreigner)装备时，自身的宝具威力提升30%＆付与自身毅力状态（1次·HP回复20%）,,/images/e/e6/礼装709.jpg,/images/3/3a/毅力.png,4,16,8,678,757
710,4,★★★★,漫画化计划,漫画化计划,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/e/eb/礼装710.jpg,/images/b/b3/经验增加.png,16,16,8,679,758
711,5,★★★★★,画皮,画皮,,12,0,0,500,2000,自身的暴击威力提升10%＆暴击星掉落率提升10%＆以NP已达30%的状态开始战斗,自身的暴击威力提升15%＆暴击星掉落率提升15%＆以NP已达50%的状态开始战斗[最大解放],/images/8/81/礼装711.jpg,/images/d/db/暴击威力提升.png,129,32,4,1258,457
712,4,★★★★,Fate/EXTRA,Fate/EXTRA,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/a/ac/礼装712.jpg,/images/b/b3/经验增加.png,16,16,8,680,759
713,5,★★★★★,法老巧克力,法老巧克力,,12,0,0,500,2000,自身的Buster指令卡性能提升10%＆宝具威力提升10%＆NP获得量提升15%,自身的Buster指令卡性能提升15%＆宝具威力提升15%＆NP获得量提升20%[最大解放],/images/5/5d/礼装713.jpg,/images/4/42/红放.png,257,32,4,1259,458
714,4,★★★★,第一次的情人节,第一次的情人节,,9,320,1200,200,750,自身的Quick指令卡性能提升8%＆Buster指令卡性能提升8%＆宝具威力提升5%,自身的Quick指令卡性能提升10%＆Buster指令卡性能提升10%＆宝具威力提升10%[最大解放],/images/7/79/礼装714.jpg,/images/1/11/红绿放.png,257,16,8,1028,1104
715,3,★★★,魔女厨房,魔女厨房,,5,300,1500,0,0,自身的Arts指令卡性能提升3%＆NP获得量提升5%,自身的Arts指令卡性能提升5%＆NP获得量提升10%[最大解放],/images/c/ca/礼装715.jpg,/images/0/03/蓝放.png,257,8,2,234,1162
716,5,★★★★★,甜蜜之日,甜蜜之日,,12,400,1600,250,1000,自身的Arts指令卡性能提升8%＆Buster指令卡性能提升8%＆付与自身每回合获得3个暴击星的状态,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆付与自身每回合获得4个暴击星的状态[最大解放],/images/0/00/礼装716.jpg,/images/1/17/红蓝放.png,129,32,8,1126,1206
717,4,★★★★,不明之杯,不明之杯,,9,100,100,100,100,赛米拉米斯(Assassin)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆宝具威力提升10%,,/images/3/3e/礼装717.jpg,/images/4/42/红放.png,4,16,8,681,760
718,4,★★★★,邪恶教典,邪恶教典,詹姆斯·莫里亚蒂,3,0,0,0,0,新宿的Archer的情人节回礼,无效果,/images/d/d4/礼装718.jpg,/images/d/d7/空白效果.png,9,16,1,235,168
719,4,★★★★,保险钢索,保险钢索,,3,0,0,0,0,卫宫(Alter)的情人节回礼,无效果,/images/9/9b/礼装719.jpg,/images/d/d7/空白效果.png,9,16,1,236,169
720,4,★★★★,疾驰,疾驰,黑森·罗伯,3,0,0,0,0,新宿的Avenger的情人节回礼,无效果,/images/a/af/礼装720.jpg,/images/d/d7/空白效果.png,9,16,1,237,170
721,4,★★★★,陨铁扇,陨铁扇,燕青,3,0,0,0,0,新宿的Assassin的情人节回礼,无效果,/images/8/81/礼装721.jpg,/images/d/d7/空白效果.png,9,16,1,238,171
722,4,★★★★,焗通心粉,焗通心粉,,3,0,0,0,0,亚瑟·潘德拉贡(Prototype)的情人节回礼,无效果,/images/6/6e/礼装722.jpg,/images/d/d7/空白效果.png,9,16,1,239,172
723,4,★★★★,副长谨制的散药,副长谨制的散药,,3,0,0,0,0,土方岁三的情人节回礼,无效果,/images/e/eb/礼装723.jpg,/images/d/d7/空白效果.png,9,16,1,240,173
724,4,★★★★,日轮红豆年糕汤,日轮红豆年糕汤,,3,0,0,0,0,茶茶的情人节礼物,无效果,/images/5/59/礼装724.jpg,/images/d/d7/空白效果.png,9,16,1,241,174
725,4,★★★★,甜美物语,甜美物语,山鲁佐德,3,0,0,0,0,不夜城的Caster的情人节礼物,无效果,/images/6/68/礼装725.jpg,/images/d/d7/空白效果.png,9,16,1,242,175
726,4,★★★★,高贵的壶巧克力,高贵的壶巧克力,武则天,3,0,0,0,0,不夜城的Assassin的情人节礼物,无效果,/images/6/64/礼装726.jpg,/images/d/d7/空白效果.png,9,16,1,243,176
727,4,★★★★,长刺的巧克力块,长刺的巧克力块,彭忒西勒亚,3,0,0,0,0,黄金国的Berserker的情人节礼物,无效果,/images/3/33/礼装727.jpg,/images/d/d7/空白效果.png,9,16,1,244,177
728,4,★★★★,立起来的水煮蛋,立起来的水煮蛋,克里斯托弗·哥伦布,3,0,0,0,0,反抗军的Rider的情人节回礼,无效果,/images/2/20/礼装728.jpg,/images/d/d7/空白效果.png,9,16,1,245,178
729,4,★★★★,融化之心,融化之心,,3,0,0,0,0,Meltryllis的情人节礼物,无效果,/images/a/ab/礼装729.jpg,/images/d/d7/空白效果.png,9,16,1,246,179
730,4,★★★★,杀生院极品萩饼,杀生院极品萩饼,,3,0,0,0,0,杀生院祈荒的情人节礼物,无效果,/images/6/67/礼装730.jpg,/images/d/d7/空白效果.png,9,16,1,247,180
731,4,★★★★,P布丁水果拼盘,P布丁水果拼盘,,3,0,0,0,0,Passionlip的情人节礼物,无效果,/images/9/97/礼装731.jpg,/images/d/d7/空白效果.png,9,16,1,248,181
732,4,★★★★,甜蜜恶魔老虎机,甜蜜恶魔老虎机,,3,0,0,0,0,BB的情人节礼物,无效果,/images/7/77/礼装732.jpg,/images/d/d7/空白效果.png,9,16,1,249,182
733,4,★★★★,高级零食,高级零食,,3,0,0,0,0,铃鹿御前的情人节礼物,无效果,/images/a/a2/礼装733.jpg,/images/d/d7/空白效果.png,9,16,1,250,183
734,4,★★★★,血字的研究,血字的研究,,3,0,0,0,0,夏洛克·福尔摩斯的情人节回礼,无效果,/images/5/57/礼装734.jpg,/images/d/d7/空白效果.png,9,16,1,251,184
735,4,★★★★,最爱的烤薄饼,最爱的烤薄饼,,3,0,0,0,0,保罗·班扬的情人节礼物,无效果,/images/3/3f/礼装735.jpg,/images/d/d7/空白效果.png,9,16,1,252,185
736,4,★★★★,无比美丽的皇帝巧克力,无比美丽的皇帝巧克力,,3,0,0,0,0,尼禄·克劳狄乌斯(Caster)的情人节礼物,无效果,/images/8/85/礼装736.jpg,/images/d/d7/空白效果.png,9,16,1,253,186
737,4,★★★★,伊什塔尔凯旋门炒米糖,伊什塔尔凯旋门炒米糖,,3,0,0,0,0,伊什塔尔(Rider)的情人节礼物,无效果,/images/e/e0/礼装737.jpg,/images/d/d7/空白效果.png,9,16,1,254,187
738,4,★★★★,英灵巧克力棒,英灵巧克力棒,,3,0,0,0,0,海伦娜·布拉瓦茨基(Archer)的情人节礼物,无效果,/images/d/d4/礼装738.jpg,/images/d/d7/空白效果.png,9,16,1,255,188
739,4,★★★★,蒸汽电气巧克力,蒸汽电气巧克力,,3,0,0,0,0,弗兰肯斯坦(Saber)的情人节礼物,无效果,/images/0/03/礼装739.jpg,/images/d/d7/空白效果.png,9,16,1,256,189
740,4,★★★★,薄荷巧克力清凉子弹,薄荷巧克力清凉子弹,,3,0,0,0,0,阿尔托莉雅·潘德拉贡(Alter)(Rider)的情人节礼物,无效果,/images/3/34/礼装740.jpg,/images/d/d7/空白效果.png,9,16,1,257,190
741,4,★★★★,燃烧无对错巧克力,燃烧无对错巧克力,,3,0,0,0,0,织田信长(Berserker)的情人节礼物,无效果,/images/3/32/礼装741.jpg,/images/d/d7/空白效果.png,9,16,1,258,191
742,4,★★★★,极品生巧克力挞,极品生巧克力挞,,3,0,0,0,0,源赖光(Lancer)的情人节礼物,无效果,/images/a/a7/礼装742.jpg,/images/d/d7/空白效果.png,9,16,1,259,192
743,4,★★★★,巧克力,巧克力,,3,0,0,0,0,尼托克丽丝(Assassin)的情人节礼物,无效果,/images/4/48/礼装743.jpg,/images/d/d7/空白效果.png,9,16,1,260,193
744,4,★★★★,素斋,素斋,,3,0,0,0,0,宝藏院胤舜的情人节回礼,无效果,/images/c/c4/礼装744.jpg,/images/d/d7/空白效果.png,9,16,1,261,194
745,4,★★★★,名糕点风魔馒头·改,名糕点风魔馒头·改,,3,0,0,0,0,加藤段藏的情人节礼物,无效果,/images/c/c8/礼装745.jpg,/images/d/d7/空白效果.png,9,16,1,262,195
746,4,★★★★,西洋风善哉,西洋风善哉,望月千代女,3,0,0,0,0,Assassin Paraiso的情人节礼物,无效果,/images/c/ca/礼装746.jpg,/images/d/d7/空白效果.png,9,16,1,263,196
747,4,★★★★,甘栗巧克力,甘栗巧克力,巴御前,3,0,0,0,0,Archer Inferno的情人节礼物,无效果,/images/5/5f/礼装747.jpg,/images/d/d7/空白效果.png,9,16,1,264,197
748,4,★★★★,古枫桥,古枫桥,,3,0,0,0,0,柳生但马守宗矩的情人节回礼,无效果,/images/2/26/礼装748.jpg,/images/d/d7/空白效果.png,9,16,1,265,198
749,4,★★★★,南迪巧克力（1/1比例）,南迪巧克力（1/1比例）,,3,0,0,0,0,帕尔瓦蒂的情人节礼物,无效果,/images/f/f4/礼装749.jpg,/images/d/d7/空白效果.png,9,16,1,266,199
750,4,★★★★,老套难道不好吗？,老套难道不好吗？,,3,0,0,0,0,刑部姬的情人节礼物,无效果,/images/9/98/礼装750.jpg,/images/d/d7/空白效果.png,9,16,1,267,200
751,4,★★★★,接收器,接收器,,3,0,0,0,0,机械伊丽亲的情人节礼物,无效果,/images/b/b8/礼装751.jpg,/images/d/d7/空白效果.png,9,16,1,268,201
752,4,★★★★,保险带,保险带,,3,0,0,0,0,机械伊丽亲Ⅱ号机的情人节礼物,无效果,/images/3/36/礼装752.jpg,/images/d/d7/空白效果.png,9,16,1,269,202
753,4,★★★★,巧克力之钥,巧克力之钥,,3,0,0,0,0,阿比盖尔·威廉姆斯的情人节礼物,无效果,/images/a/a5/礼装753.jpg,/images/d/d7/空白效果.png,9,16,1,270,203
754,4,★★★★,粉红仔猪,粉红仔猪,喀耳刻,3,0,0,0,0,俄刻阿诺斯的Caster的情人节礼物,无效果,/images/e/e1/礼装754.jpg,/images/d/d7/空白效果.png,9,16,1,271,204
755,4,★★★★,节制、谎言与苦甜,节制、谎言与苦甜,示巴女王,3,0,0,0,0,米德拉什的Caster的情人节礼物,无效果,/images/d/db/礼装755.jpg,/images/d/d7/空白效果.png,9,16,1,272,205
756,4,★★★★,爱莲之人有几何,爱莲之人有几何,,3,0,0,0,0,哪吒的情人节礼物,无效果,/images/5/5d/礼装756.jpg,/images/d/d7/空白效果.png,9,16,1,273,206
757,4,★★★★,圣夜的白色蛋糕,圣夜的白色蛋糕,,3,0,0,0,0,阿蒂拉·the·San(ta)的情人节礼物,无效果,/images/b/ba/礼装757.jpg,/images/d/d7/空白效果.png,9,16,1,274,207
758,4,★★★★,冥界的甜蜜小屋,冥界的甜蜜小屋,,3,0,0,0,0,埃列什基伽勒的情人节礼物,无效果,/images/0/0c/礼装758.jpg,/images/d/d7/空白效果.png,9,16,1,275,208
759,4,★★★★,巧克力巧克力章鱼加二,巧克力巧克力章鱼加二,,3,0,0,0,0,葛饰北斋的情人节礼物,无效果,/images/9/90/礼装759.jpg,/images/d/d7/空白效果.png,9,16,1,276,209
760,4,★★★★,背叛的巧克力们,背叛的巧克力们,,3,0,0,0,0,塞弥拉弥斯的情人节礼物,无效果,/images/e/eb/礼装760.jpg,/images/d/d7/空白效果.png,9,16,1,277,210
761,4,★★★★,奇妙杏仁,奇妙杏仁,,3,0,0,0,0,玛修·基列莱特的情人节礼物,无效果,/images/f/f5/礼装761.jpg,/images/d/d7/空白效果.png,9,16,1,278,211
762,4,★★★★,夏雨,夏雨,,9,100,100,100,100,浅上藤乃(Archer)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆Buster指令卡性能提升10%,,/images/1/14/礼装762.jpg,/images/1/17/红蓝放.png,4,16,8,682,761
763,4,★★★★,冬日法老大感谢祭,冬日法老大感谢祭,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/b/b3/礼装763.jpg,/images/b/b3/经验增加.png,16,16,8,683,762
764,5,★★★★★,卡美洛之星,卡美洛之星,,12,0,0,500,2000,自身的暴击星集中度提升400%＆付与自身每回合获得3个暴击星的状态,自身的暴击星集中度提升600%＆付与自身每回合获得4个暴击星的状态[最大解放],/images/6/62/礼装764.jpg,/images/7/7a/集星.png,256,32,4,1260,459
765,5,★★★★★,侦探爱德蒙～异乡潜入篇～,侦探爱德蒙～异乡潜入篇～,,12,400,1600,250,1000,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆NP获得量提升10%,自身的Arts指令卡性能提升15%＆Buster指令卡性能提升15%＆NP获得量提升15%[最大解放],/images/9/96/礼装765.jpg,/images/1/17/红蓝放.png,256,32,8,1127,1207
766,4,★★★★,巧克力蛋糕,巧克力蛋糕,,9,600,2250,0,0,自身的Buster指令卡性能提升8%＆宝具威力提升10%＆暴击威力提升10%,自身的Buster指令卡性能提升10%＆宝具威力提升15%＆暴击威力提升15%[最大解放],/images/a/ab/礼装766.jpg,/images/4/42/红放.png,256,16,2,279,1263
767,4,★★★★,黄金与太阳的赌徒,黄金与太阳的赌徒,,9,0,0,400,1500,付与自身每回合NP增加3%的状态＆NP获得量提升5%＆宝具威力提升5%,付与自身每回合NP增加4%的状态＆NP获得量提升10%＆宝具威力提升10%[最大解放],/images/4/47/礼装767.jpg,/images/e/e2/回合充能.png,256,16,4,1200,399
768,4,★★★★,迦勒底特别搜查班,迦勒底特别搜查班,,9,320,1200,200,750,付与自身必中状态＆自身的Arts指令卡性能提升5%＆Buster指令卡性能提升5%,付与自身必中状态＆自身的Arts指令卡性能提升8%＆Buster指令卡性能提升8%[最大解放],/images/4/49/礼装768.jpg,/images/9/90/必中.png,256,16,8,1029,1105
769,3,★★★,欢迎用餐,欢迎用餐,,5,160,800,100,500,付与自身每回合获得1个暴击星的状态＆暴击星掉落率提升3%＆暴击威力提升3%＆暴击星集中度提升30%,付与自身每回合获得2个暴击星的状态＆暴击星掉落率提升5%＆暴击威力提升5%＆暴击星集中度提升50%[最大解放],/images/3/36/礼装769.jpg,/images/f/f7/回合出星.png,256,8,8,979,1056
770,3,★★★,火枪手,火枪手,,5,0,0,200,1000,自身的Quick指令卡性能提升2%＆Arts指令卡性能提升2%＆Buster指令卡性能提升2%＆暴击星掉落率提升5%,自身的Quick指令卡性能提升3%＆Arts指令卡性能提升3%＆Buster指令卡性能提升3%＆暴击星掉落率提升10%[最大解放],/images/4/49/礼装770.jpg,/images/e/e7/三色魔放.png,256,8,4,1128,361
771,3,★★★,雨后的你,雨后的你,,5,300,1500,0,0,付与自身回避状态(1次)＆每回合HP回复50,付与自身回避状态(1次)＆每回合HP回复100[最大解放],/images/c/c3/礼装771.jpg,/images/3/3e/回避.png,256,8,2,280,1163
772,4,★★★★,春天还会远吗,春天还会远吗,,9,100,100,100,100,付与自身每回合回复HP42点的状态,,/images/f/f7/礼装772.jpg,/images/b/bc/每回合回复.png,16,16,8,684,763
773,5,★★★★★,艳阳之下,艳阳之下,,12,400,1600,250,1000,付与自身回避状态3次＆付与伤害减免300状态,付与自身回避状态3次＆付与伤害减免400状态[最大解放],/images/3/36/礼装773.jpg,/images/3/3e/回避.png,64,32,8,1129,1208
774,4,★★★★,最后的叙述者,最后的叙述者,,9,320,1200,200,750,付与自身每回合NP增加4%的状态＆宝具威力提升10%,付与自身每回合NP增加5%的状态＆宝具威力提升15%[最大解放],/images/2/2b/礼装774.jpg,/images/e/e2/回合充能.png,64,16,8,1030,1106
775,3,★★★,睿智之光,睿智之光,,5,0,0,200,1000,自身的Arts指令卡性能提升5%＆NP获得量提升3%,自身的Arts指令卡性能提升8%＆NP获得量提升5%[最大解放],/images/b/be/礼装775.jpg,/images/0/03/蓝放.png,64,8,4,1130,362
776,4,★★★★,异端的雅嘎,异端的雅嘎,,9,0,0,400,1500,自身的Buster指令卡性能提升8%＆暴击威力提升10%＆暴击星掉落率提升10%,自身的Buster指令卡性能提升10%＆暴击威力提升15%＆暴击星掉落率提升15%[最大解放],/images/1/1b/礼装776.jpg,/images/4/42/红放.png,512,16,4,1201,400
777,1,★,斗争,斗争,,1,0,0,100,300,自身的攻击力提升2%,自身的攻击力提升4%[最大解放],/images/5/52/礼装777.jpg,/images/e/e9/加攻.png,64,2,4,946,317
778,1,★,连锁,连锁,,1,0,0,100,300,付与自身伤害附加30状态,付与自身伤害附加50状态[最大解放],/images/9/94/礼装778.jpg,/images/3/3a/特攻.png,64,2,4,947,318
779,1,★,断绝,断绝,,1,150,450,0,0,付与自身伤害减免30状态,付与自身伤害减免50状态[最大解放],/images/5/5e/礼装779.jpg,/images/3/32/加防.png,64,2,2,281,1024
780,1,★,觉醒,觉醒,,1,80,250,50,150,自身的暴击星集中度提升50%,自身的暴击星集中度提升100%[最大解放],/images/1/1b/礼装780.jpg,/images/7/7a/集星.png,64,2,8,937,1016
781,1,★,饥饿,饥饿,,1,80,250,50,150,自身受到伤害时NP获得量提升15%,自身受到伤害时NP获得量提升20%[最大解放],/images/1/10/礼装781.jpg,/images/f/fa/受击NP获得量提升.png,64,2,8,938,1017
782,2,★★,慈爱,慈爱,,3,200,750,0,0,自身的HP回复量提升3%,自身的HP回复量提升5%[最大解放],/images/5/54/礼装782.jpg,/images/9/97/回复量提升.png,64,4,2,282,1035
783,2,★★,繁荣,繁荣,,3,200,750,0,0,自身每回合HP回复30,自身每回合HP回复50[最大解放],/images/4/4f/礼装783.jpg,/images/b/bc/每回合回复.png,64,4,2,283,1036
784,2,★★,欺瞒,欺瞒,,3,0,0,150,500,自身的弱化状态成功率提升3%,自身的弱化状态成功率提升5%[最大解放],/images/b/bd/礼装784.jpg,/images/6/69/弱化成功率提升.png,64,4,4,980,321
785,2,★★,同调,同调,,3,0,0,150,500,自身的被强化成功率提升3%,自身的被强化成功率提升5%[最大解放],/images/7/7f/礼装785.jpg,/images/6/6c/弱化耐性提升.png,64,4,4,981,322
786,2,★★,暗澹,暗澹,,3,120,400,80,250,自身的即死耐性提升5%,自身的即死耐性提升10%[最大解放],/images/e/e3/礼装786.jpg,/images/d/d2/即死耐性提升.png,64,4,8,942,1022
787,4,★★★★,OTMA,OTMA,,9,100,100,100,100,阿纳斯塔西娅(Caster)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆宝具威力提升10%,,/images/2/24/礼装787.jpg,/images/0/03/蓝放.png,4,16,8,685,764
788,4,★★★★,卡吕冬的毛皮,卡吕冬的毛皮,,9,100,100,100,100,阿塔兰忒(Alter)(Berserker)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升15%＆暴击威力提升15%＆防御力下降10%【负面效果】,,/images/8/87/礼装788.jpg,/images/4/45/绿放.png,4,16,8,686,765
789,4,★★★★,某种真理与死,某种真理与死,,9,100,100,100,100,阿维斯布隆(Caster)装备，且自身在场时，<br>己方全体的Arts卡性能提升10%＆Buster指令卡性能提升10%,,/images/3/39/礼装789.jpg,/images/1/17/红蓝放.png,4,16,8,687,766
790,4,★★★★,燎原之刃,燎原之刃,,9,100,100,100,100,安东尼奥·萨列里(Avenger)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆NP获得量提升10%,,/images/d/d8/礼装790.jpg,/images/0/03/蓝放.png,4,16,8,688,767
791,4,★★★★,伊凡雷帝的书库,伊凡雷帝的书库,,9,100,100,100,100,伊凡雷帝(Rider)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆宝具威力提升10%,,/images/f/f4/礼装791.jpg,/images/4/42/红放.png,4,16,8,689,768
792,5,★★★★★,去往远方的巡礼,去往远方的巡礼,,12,400,1600,250,1000,自身的NP获得量提升10%＆宝具威力提升10%＆以NP已达40%的状态开始战斗,自身的NP获得量提升15%＆宝具威力提升15%＆以NP已达50%的状态开始战斗[最大解放],/images/1/1d/礼装792.jpg,/images/4/42/NP获得量提升.png,257,32,8,1131,1209
793,4,★★★★,刹那的幸福之地,刹那的幸福之地,,9,600,2250,0,0,自身的Arts指令卡性能提升8%＆Buster指令卡性能提升8%＆防御力提升3%,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆防御力提升5%[最大解放],/images/7/77/礼装793.jpg,/images/1/17/红蓝放.png,257,16,2,284,1264
794,3,★★★,出发前进！,出发前进！,,5,160,800,100,500,自身的Quick指令卡性能提升3%＆NP获得量提升5%,自身的Quick指令卡性能提升5%＆NP获得量提升10%[最大解放],/images/3/34/礼装794.jpg,/images/4/45/绿放.png,257,8,8,982,1057
795,5,★★★★★,城塞的午后,城塞的午后,,12,750,3000,0,0,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆宝具威力提升10%,自身的Arts指令卡性能提升15%＆Buster指令卡性能提升15%＆宝具威力提升15%[最大解放],/images/c/c9/礼装795.jpg,/images/1/17/红蓝放.png,129,32,2,285,1286
796,5,★★★★★,身在图利法斯,身在图利法斯,,12,0,0,500,2000,自身的NP获得量提升10%＆暴击威力提升10%＆付与每回合获得3个暴击星的状态,自身的NP获得量提升15%＆暴击威力提升15%＆付与每回合获得4个暴击星的状态[最大解放],/images/d/d1/礼装796.jpg,/images/4/42/NP获得量提升.png,129,32,4,1261,460
797,4,★★★★,概念礼装EXP卡：弗兰之花,概念礼装EXP卡：弗兰之花,,9,0,0,0,0,提供30000点概念礼装经验值,无效果,/images/d/d3/礼装797.jpg,/images/d/d7/空白效果.png,32,16,1,286,212
798,4,★★★★,包容世界之物,包容世界之物,,9,100,100,100,100,阿喀琉斯(Rider)装备，且自身在场时，<br>自身的宝具威力提升30%＆登场时付与我方全体无敌状态(1次·3回合),,/images/c/c5/礼装798.jpg,/images/6/6b/无敌.png,4,16,8,690,769
799,4,★★★★,教学相长,教学相长,,9,100,100,100,100,喀戎(Archer)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Arts指令卡性能提升10%,,/images/2/28/礼装799.jpg,/images/0/0a/蓝绿放.png,4,16,8,691,770
800,4,★★★★,无名之死,无名之死,,9,100,100,100,100,齐格(Caster)装备，且自身在场时，<br>己方全体NP获得量提升10%＆宝具威力提升10%,,/images/4/4b/礼装800.jpg,/images/4/42/NP获得量提升.png,4,16,8,692,771
801,4,★★★★,逃脱贝克街,逃脱贝克街,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/8/84/礼装801.jpg,/images/b/b3/经验增加.png,16,16,8,693,772
802,4,★★★★,Fate/EXTELLA LINK,Fate/EXTELLA LINK,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/5/59/礼装802.jpg,/images/b/b3/经验增加.png,16,16,8,694,773
803,5,★★★★★,帝都圣杯战争,帝都圣杯战争,,12,0,0,500,2000,自身的Quick指令卡性能提升10%＆Buster指令卡性能提升10%＆NP获得量提升10%,自身的Quick指令卡性能提升15%＆Buster指令卡性能提升15%＆NP获得量提升15%[最大解放],/images/b/b6/礼装803.jpg,/images/1/11/红绿放.png,257,32,4,1262,461
804,4,★★★★,坂本侦探事务所,坂本侦探事务所,,9,320,1200,200,750,自身的Arts指令卡性能提升8%＆宝具威力提升10%＆付与自己受到伤害减少100的状态,自身的Arts指令卡性能提升10%＆宝具威力提升15%＆付与自己受到伤害减少200的状态[最大解放],/images/c/cf/礼装804.jpg,/images/0/03/蓝放.png,257,16,8,1031,1107
805,3,★★★,研磨锐牙之暗剑,研磨锐牙之暗剑,,5,0,0,200,1000,自身的Arts指令卡性能提升3%＆暴击威力提升8%,自身的Arts指令卡性能提升5%＆暴击威力提升10%[最大解放],/images/9/98/礼装805.jpg,/images/0/03/蓝放.png,257,8,4,1132,363
806,5,★★★★★,白衣水手小姐,白衣水手小姐,,12,400,1600,250,1000,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆暴击威力提升10%,自身的Arts指令卡性能提升15%＆Buster指令卡性能提升15%＆暴击威力提升15%[最大解放],/images/9/94/礼装806.jpg,/images/1/17/红蓝放.png,129,32,8,1133,1210
807,4,★★★★,概念礼装EXP卡：唠唠叨叨魔神(人)小姐,概念礼装EXP卡：唠唠叨叨魔神(人)小姐,,9,0,0,0,0,提供30000点概念礼装经验值,无效果,/images/0/05/礼装807.jpg,/images/d/d7/空白效果.png,32,16,1,287,213
808,3,★★★,概念礼装EXP卡：唠唠叨叨土佐同盟,概念礼装EXP卡：唠唠叨叨土佐同盟,,5,0,0,0,0,提供18000点概念礼装经验值,无效果,/images/c/c4/礼装808.jpg,/images/d/d7/空白效果.png,32,8,1,288,214
809,4,★★★★,无穹的尽头,无穹的尽头,,9,100,100,100,100,冲田总司(Alter)(Alterego)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Buster指令卡性能提升10%,,/images/e/e6/礼装809.jpg,/images/1/11/红绿放.png,4,16,8,695,774
810,4,★★★★,那日的天空,那日的天空,,9,100,100,100,100,冈田以藏(Assassin)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆暴击威力提升15%,,/images/a/a3/礼装810.jpg,/images/0/03/蓝放.png,4,16,8,696,775
811,4,★★★★,发生在某座山上的事,发生在某座山上的事,,9,100,100,100,100,坂本龙马(Rider)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆宝具威力提升10%,,/images/e/ed/礼装811.jpg,/images/0/03/蓝放.png,4,16,8,697,776
812,4,★★★★,传说与事实,传说与事实,,9,100,100,100,100,拿破仑(Archer)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆宝具威力提升10%,,/images/5/5c/礼装812.jpg,/images/4/42/红放.png,4,16,8,698,777
813,5,★★★★★,阿特拉斯的婴儿,阿特拉斯的婴儿,,12,400,1600,250,1000,付与自身无视防御状态＆对〔Berserker〕职阶35%的特攻状态,付与自身无视防御状态＆对〔Berserker〕职阶40%的特攻状态[最大解放],/images/1/1b/礼装813.jpg,/images/3/3a/特攻.png,64,32,8,1134,1211
814,4,★★★★,清扫者,清扫者,,9,320,1200,200,750,自身的Arts指令卡性能提升8%＆暴击威力提升15%,自身的Arts指令卡性能提升10%＆暴击威力提升20%[最大解放],/images/7/7e/礼装814.jpg,/images/0/03/蓝放.png,64,16,8,1032,1108
815,3,★★★,樱的特制便当,樱的特制便当,,5,300,1500,0,0,自身提供的HP回复量提升5%,自身提供的HP回复量提升10%[最大解放],/images/6/69/礼装815.jpg,/images/9/97/回复量提升.png,64,8,2,289,1164
816,4,★★★★,花园少女,花园少女,,9,600,2250,0,0,付与自身每回合HP回复200状态＆NP获得量提升15%,付与自身每回合HP回复300状态＆NP获得量提升20%[最大解放],/images/4/40/礼装816.jpg,/images/b/bc/每回合回复.png,512,16,2,290,1265
817,4,★★★★,真・冰之睿智,真·冰之睿智,,9,100,100,100,100,齐格鲁德(Saber)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆暴击威力提升15%,,/images/3/3e/礼装817.jpg,/images/4/42/红放.png,4,16,8,699,778
